rent_day,res_model,res_day,seasonality,lead_time_vec,discount,lead_time_vec,lead_time
2020-12-20,k3,2020-11-13,2,-29,65.0,1,-37
2020-12-20,k3,2020-11-17,2,-28,65.0,1,-33
2020-12-20,k3,2020-12-02,2,-18,55.0,1,-18
2020-12-20,k3,2020-12-07,2,-13,69.33333333333333,3,-13
2020-12-20,k3,2020-12-09,2,-11,65.0,2,-11
2020-12-20,k3,2020-12-10,2,-10,65.0,2,-10
2020-12-20,k3,2020-12-14,2,-6,65.0,2,-6
2020-12-21,k3,2020-11-01,1,-31,70.0,1,-50
2020-12-21,k3,2020-11-03,1,-30,70.0,1,-48
2020-12-21,k3,2020-11-10,1,-29,75.0,1,-41
2020-12-21,k3,2020-11-15,1,-29,75.0,1,-36
2020-12-21,k3,2020-11-16,1,-29,60.0,1,-35
2020-12-21,k3,2020-11-22,1,-28,75.0,1,-29
2020-12-21,k3,2020-11-23,1,-28,70.0,1,-28
2020-12-21,k3,2020-11-25,1,-26,70.0,1,-26
2020-12-21,k3,2020-12-09,1,-12,63.0,1,-12
2020-12-21,k3,2020-12-10,1,-11,65.0,1,-11
2020-12-22,k3,2020-10-25,1,-32,70.0,2,-58
2020-12-22,k3,2020-11-05,1,-30,73.0,1,-47
2020-12-22,k3,2020-11-08,1,-30,70.0,1,-44
2020-12-22,k3,2020-11-09,1,-30,70.0,1,-43
2020-12-22,k3,2020-11-22,1,-28,70.0,1,-30
2020-12-22,k3,2020-11-24,1,-28,65.0,1,-28
2020-12-22,k3,2020-11-28,1,-24,55.0,1,-24
2020-12-22,k3,2020-11-29,1,-23,60.0,1,-23
2020-12-22,k3,2020-12-07,1,-15,40.0,2,-15
2020-12-22,k3,2020-12-08,1,-14,60.0,1,-14
2020-12-22,k3,2020-12-09,1,-13,65.0,1,-13
2020-12-22,k3,2020-12-11,1,-11,65.0,1,-11
2020-12-23,k3,2020-09-29,3,-36,68.0,1,-85
2020-12-23,k3,2020-10-06,3,-35,65.0,1,-78
2020-12-23,k3,2020-10-25,3,-32,70.0,1,-59
2020-12-23,k3,2020-10-27,3,-32,75.0,1,-57
2020-12-23,k3,2020-10-28,3,-32,75.0,1,-56
2020-12-23,k3,2020-11-05,3,-30,70.0,2,-48
2020-12-23,k3,2020-11-08,3,-30,70.0,2,-45
2020-12-23,k3,2020-11-09,3,-30,75.0,1,-44
2020-12-23,k3,2020-11-10,3,-30,72.5,2,-43
2020-12-23,k3,2020-11-11,3,-30,75.0,1,-42
2020-12-23,k3,2020-11-13,3,-29,52.5,2,-40
2020-12-23,k3,2020-11-15,3,-29,50.0,1,-38
2020-12-23,k3,2020-11-20,3,-28,50.0,1,-33
2020-12-23,k3,2020-11-24,3,-28,47.0,1,-29
2020-12-23,k3,2020-11-30,3,-23,35.0,1,-23
2020-12-23,k3,2020-12-11,3,-12,35.0,1,-12
2020-12-24,k3,2020-09-25,3,-36,70.0,1,-90
2020-12-24,k3,2020-09-29,3,-36,65.0,1,-86
2020-12-24,k3,2020-10-12,3,-34,65.0,1,-73
2020-12-24,k3,2020-10-16,3,-33,43.0,1,-69
2020-12-24,k3,2020-11-07,3,-30,40.0,1,-47
2020-12-24,k3,2020-11-09,3,-30,39.25,4,-45
2020-12-24,k3,2020-11-11,3,-30,35.0,1,-43
2020-12-24,k3,2020-11-12,3,-30,35.0,1,-42
2020-12-24,k3,2020-11-13,3,-29,35.0,1,-41
2020-12-24,k3,2020-11-14,3,-29,30.0,1,-40
2020-12-24,k3,2020-11-19,3,-29,30.0,1,-35
2020-12-24,k3,2020-11-30,3,-24,16.5,2,-24
2020-12-24,k3,2020-12-01,3,-23,15.0,1,-23
2020-12-24,k3,2020-12-02,3,-22,20.0,1,-22
2020-12-24,k3,2020-12-05,3,-19,20.0,1,-19
2020-12-24,k3,2020-12-06,3,-18,20.0,1,-18
2020-12-24,k3,2020-12-07,3,-17,25.0,2,-17
2020-12-25,k3,2020-10-09,3,-35,68.0,1,-77
2020-12-25,k3,2020-10-12,3,-34,65.0,1,-74
2020-12-25,k3,2020-10-13,3,-34,65.0,1,-73
2020-12-25,k3,2020-10-16,3,-34,40.0,1,-70
2020-12-25,k3,2020-10-27,3,-32,45.0,1,-59
2020-12-25,k3,2020-10-31,3,-31,45.0,1,-55
2020-12-25,k3,2020-11-02,3,-31,0.0,3,-53
2020-12-25,k3,2020-11-05,3,-31,45.0,1,-50
2020-12-25,k3,2020-11-08,3,-30,45.0,1,-47
2020-12-25,k3,2020-11-09,3,-30,40.0,1,-46
2020-12-25,k3,2020-11-10,3,-30,40.0,1,-45
2020-12-25,k3,2020-11-11,3,-30,20.0,1,-44
2020-12-25,k3,2020-11-13,3,-30,30.0,1,-42
2020-12-25,k3,2020-11-19,3,-29,25.0,1,-36
2020-12-25,k3,2020-12-01,3,-24,11.0,3,-24
2020-12-25,k3,2020-12-02,3,-23,80.0,1,-23
2020-12-25,k3,2020-12-04,3,-21,15.0,1,-21
2020-12-25,k3,2020-12-09,3,-16,10.0,1,-16
2020-12-26,k3,2020-11-05,2,-31,35.0,1,-51
2020-12-26,k3,2020-11-06,2,-31,40.0,1,-50
